dpi;Sana;Tratamiento;Planta;eje_x;eje_y
0;1;4;10;-52.63772971065139;27.74786323148009
0;1;4;11;-61.522501496440356;-10.600952310048708
0;1;4;12;-106.76420353881198;-112.72124315591213
0;1;4;13;-146.4268536041818;62.8381199745302
0;1;4;14;-81.66533378266314;-37.96559275272787
0;1;4;15;-35.11299917826245;-101.46175522993981
0;1;4;16;-39.01331370513255;-31.276634055034357
0;1;4;17;-188.3387671441187;143.2583347482872
0;1;4;18;-126.03654561377604;-37.193966955768
0;1;4;19;-159.23593412067186;48.4461453375383
0;1;4;20;-47.04096339764533;-79.52955012085536
0;1;4;21;-204.49834424220148;48.16447621300725
0;1;4;22;-102.27611533469698;7.7243092608623165
0;1;4;23;-180.25797465340142;-46.54855947539995
0;1;4;24;-59.46427687105516;-47.208967778240634
0;1;4;25;-164.2325824322427;137.90103147954326
0;1;4;26;-145.2984598780795;28.48431496218099
0;1;4;27;-132.14020051258032;-49.63741070870439
0;1;4;28;-138.51202190762746;-65.57674877533742
0;1;4;29;-121.30741582891078;25.312914630670207
0;1;4;30;33.261348392254284;-106.15627276861792
0;1;5;1;-122.70493193892042;-69.11100927031292
0;1;5;2;-127.27535062394703;-48.30066431877917
0;1;5;3;-91.25460954934799;-1.4468404209710277
0;1;5;4;-194.26771112267406;-96.3322339915456
0;1;5;5;-21.478155084630494;-128.17955930760482
0;1;5;6;-135.64719089852295;29.827405093329375
0;1;5;7;-26.127266535836018;-53.84695352912768
0;1;5;8;-4.2732277282715545;-24.0818286982859
0;1;5;9;-186.84187698927605;6.539413527584918
0;1;5;10;-87.96063165529974;-115.22192387427987
0;1;5;11;-61.86465507722933;-91.15303795891765
0;1;5;12;-165.71791017108453;-172.11758189113198
0;1;5;13;-140.5049740574293;-26.184871305627162
0;1;5;14;-130.22897774755185;46.63781182694865
0;1;5;15;-7.095085478259188;-93.03142059134005
0;1;5;16;-145.42111360154166;28.74168608938487
0;1;5;17;-124.28462894494747;-130.31825162137162
0;1;5;18;-227.71472161475492;29.356689376517274
0;1;5;20;-74.1956734157784;28.273447750662026
0;1;5;21;7.996182471330205;-49.65461616081381
0;1;5;22;-129.9244054542139;31.66261481630173
0;1;5;23;-122.89036067454613;105.0916320050967
0;1;5;24;-18.46521998250665;-52.40767828932229
0;1;5;25;-126.35622956380797;-81.56714243006408
0;1;5;26;-60.640902552174104;118.67392802455805
0;1;5;27;-162.1940732794063;-102.00681225733207
0;1;5;28;-48.929398139187164;89.82090451033868
0;1;5;29;-193.91760215227868;22.481844339434357
0;1;5;30;-3.2858964606516503;-124.61823994412366
7;1;0;1;36.31355221827013;-152.06240198983642
7;1;0;2;19.44623241584328;-14.169765574775258
7;1;0;3;-17.018547439312222;-136.16577581153695
7;1;0;4;76.65610233217173;29.278927223847695
7;1;0;5;-160.51546253514422;73.9074785313532
7;1;0;6;-110.33657046629055;5.697956326086544
7;1;0;7;-28.578619407768542;-144.29064357024492
7;1;0;8;41.450845455841254;75.19081143337692
7;1;0;9;100.49093049547368;-104.96897812900502
7;1;0;10;149.78267220597704;-5.395854734957595
7;1;0;11;-132.38714613841483;67.22319794830238
7;1;0;12;52.616527173317934;10.143971998380286
7;1;0;13;-12.228719926545356;-100.78966923961373
7;1;0;14;-61.125854882382164;-42.77642521675245
7;1;0;15;68.83916663073532;10.317973103568477
7;1;0;16;-145.85828224774588;78.4601910037983
7;1;0;17;-91.58446687663559;-164.84591333493023
7;1;0;18;-97.70813840733972;-7.875559817046467
7;1;0;19;-61.71262310361193;-31.407812498566845
7;1;0;20;95.67120390869768;-99.68928778112785
7;1;0;21;-108.91382332301521;23.88420810947565
7;1;0;22;-18.54339540230913;18.729357837546637
7;1;0;23;30.700218910311275;-34.935094632025994
7;1;0;25;-132.4403922078301;-69.68323849799104
7;1;0;26;-191.0191178748331;38.87512760602125
7;1;0;27;-8.70395334558961;110.2579871424451
7;1;0;28;-98.57174838920592;51.662692609491664
7;1;0;29;-88.89006320291381;103.95190750774522
7;1;0;30;-76.48573900489068;61.06218971315514
7;0;1;1;-151.82343265027333;117.49170565629728
7;0;1;2;-34.42076152402016;31.46535260948383
7;0;1;3;-100.74750242075065;112.23007074320833
7;0;1;4;89.63106463639136;106.56571235923572
7;0;1;5;-17.934663487179776;18.820569056538275
7;0;1;6;89.50248892445235;204.146775491385
7;0;1;7;-59.74160170498517;-60.80191822534715
7;0;1;8;-84.99747685129779;-23.94178022797691
7;0;1;9;-10.334110104135355;112.19606179221041
7;0;1;10;-98.0805486098181;34.423477483948076
7;0;1;12;-164.12113778067697;35.202470277019195
7;0;1;13;1.5889586911659306;133.45475742144103
7;0;1;14;-125.97142856906015;187.63560888557527
7;0;1;15;62.590874600318585;84.8865566444326
7;0;1;16;-51.05443768847926;33.45428044513
7;0;1;19;-126.93976262533911;11.931755787820364
7;0;1;20;-104.88559982486922;32.44049581361653
7;0;1;21;-223.9605309204975;83.77316826324065
7;0;1;22;-133.02690375143627;179.55603882023073
7;0;1;23;-74.00417541470229;128.98926010839833
7;0;1;24;-135.14229402994513;112.8509331763284
7;0;1;25;-80.48059162116601;-21.684696184368786
7;0;1;26;81.28876625356511;77.04151824460324
7;0;1;27;113.0407905671805;110.83936167072127
7;0;1;29;-47.72068860236524;86.70807800301694
7;0;1;30;111.6566945848581;88.02782343408927
7;0;2;1;85.3395467860227;34.93644807626294
7;0;2;2;-136.61574666713526;25.428947775266693
7;0;2;3;-114.59326529591675;97.89216199810139
7;0;2;4;-40.805157258149215;159.42240123553165
7;0;2;5;108.69848616430372;166.18896380374343
7;0;2;6;-78.79708983269062;24.96237460872146
7;0;2;7;85.46122430611662;35.12213633973471
7;0;2;8;-0.08143901435364298;35.34684922408447
7;0;2;9;19.595684872279385;147.16805785502183
7;0;2;10;-16.298978947020167;76.08546606634164
7;0;2;11;-144.58568056375336;-50.93705768481021
7;0;2;13;-97.12882521038163;114.78042660233208
7;0;2;15;-35.488112215130634;36.058835083517785
7;0;2;16;-81.66068685302352;-181.7734954078888
7;0;2;17;-154.49805639888513;69.50337646794084
7;0;2;18;-83.68200656147049;-132.49356534610686
7;0;2;19;-174.97748107060642;-53.835772013282
7;0;2;20;-135.59656776003987;-136.10301800108795
7;0;2;21;67.4901797976988;-34.15024089203659
7;0;2;22;-30.685010931644825;11.5813172407078
7;0;2;23;-96.43472738494539;36.21921759278672
7;0;2;24;-115.17502324820732;-0.37357319790362187
7;0;2;25;-67.1832363481023;-16.75471588266336
7;0;2;26;193.6792368038105;194.5201802944156
7;0;2;27;241.7161066208863;82.26314807236092
7;0;2;28;64.3955627421271;139.2609324736111
7;0;2;29;172.46330223493976;97.46237234454591
7;0;2;30;-63.878387047115496;92.41036153744649
7;0;3;1;-35.9647048147054;-61.46073623325803
7;0;3;2;-110.75415296393705;-46.99460745820098
7;0;3;3;-181.61043243532944;48.87569743799628
7;0;3;5;-59.75817677140524;22.735926879143648
7;0;3;6;-24.535450481432044;63.27002455994037
7;0;3;7;-93.30176481411276;87.56937597537174
7;0;3;8;-141.2169072332986;48.44747353204333
7;0;3;9;-99.41467859637086;94.51031759199611
7;0;3;10;-74.25917559673366;54.21347514311515
7;0;3;11;-3.339203049357054;-84.97504572320516
7;0;3;12;-63.60034648040987;-46.94544722577281
7;0;3;13;-59.76034252797743;51.47657489376906
7;0;3;14;-160.27615265606718;188.76137078022398
7;0;3;15;-79.67381821387183;92.27260570245691
7;0;3;16;16.933267342429506;39.30546786656327
7;0;3;17;42.14221157575824;162.70699824113888
7;0;3;18;-157.08349627533008;197.3104738178871
7;0;3;19;-236.7400131481352;223.19581421883777
7;0;3;20;-137.95918086012796;154.56221881706972
7;0;3;21;-70.38012632973805;-5.267107963972706
7;0;3;22;-132.27547882666465;1.1189906409647365
7;0;3;23;-149.63561968828503;17.19770904174776
7;0;3;24;-267.1800824663368;115.08860426197568
7;0;3;25;-225.38697289362767;147.97773861530223
7;0;3;26;-51.345678018254176;187.92392078479418
7;0;3;27;-178.91240287056354;188.84151752411432
7;0;3;29;7.264731545928258;170.32517247738951
7;0;4;2;-16.221115923415176;51.653040187485225
7;0;4;3;-34.617304182350544;217.43448012551858
7;0;4;4;-83.95409009849396;-20.411237977632563
7;0;4;5;-116.97461803307695;-54.27830023425025
7;0;4;6;47.32878505833141;-44.06834696130954
7;0;4;7;-84.62081353541826;122.32448034960763
7;0;4;8;-159.01105692486485;-25.810754107033695
7;0;4;9;-106.33370691842165;152.2283588225327
7;0;4;10;-81.51538292832554;184.47166662738806
7;0;4;11;-41.53885543808702;90.38112802092772
7;0;4;12;-183.81834212690435;2.7448171485201502
7;0;4;13;-76.37791243208565;87.21748850683977
7;0;4;14;-125.2215687394037;-3.233051971864451
7;0;4;15;-117.34794066793522;98.65701049064957
7;0;4;16;-75.43468032844407;-13.6634287537573
7;0;4;17;-62.33528961003376;170.45332147882922
7;0;4;18;33.691299620290465;-30.031616913763646
7;0;4;19;-193.6911488079264;165.45601867071372
7;0;4;20;-22.286511546369994;-15.551444456309335
7;0;4;21;-78.312069369396;59.272458813221725
7;0;4;22;-108.09718978586388;49.58613959094855
7;0;4;23;-165.4268306287454;37.293488846646525
7;0;4;24;-163.44618231721537;132.70068411249096
7;0;4;25;-200.23613276753636;236.1159208449638
7;0;4;26;-53.79309711281621;38.808781483621
7;0;4;27;13.409368763567036;-14.050900048508026
7;0;4;28;-92.47988292093252;-56.03744669503224
7;0;4;29;-150.06449211158173;106.95370458245738
7;0;4;30;7.9079298669500115;7.7125256951427055
7;0;5;1;-50.22718088037653;-83.28768303556478
7;0;5;2;-120.41112588122054;-1.95237999197678
7;0;5;3;-64.33939108541811;51.631768065854075
7;0;5;4;-176.5634319927736;-35.87664616934075
7;0;5;5;41.59625046722363;-108.80689311161142
7;0;5;6;33.198962963354454;-45.43280953737357
7;0;5;7;128.43613292318543;-76.80221810448198
7;0;5;8;21.266546172913632;66.42331788329459
7;0;5;9;-183.75828111698314;21.807699594728305
7;0;5;10;-110.04805719266648;20.13734074387055
7;0;5;11;-69.44905358886992;-20.44373558992922
7;0;5;12;-192.233587473238;-90.30745608996867
7;0;5;13;-85.3063414677792;-39.85776002801979
7;0;5;14;-91.57758514069208;13.781596544524847
7;0;5;15;27.897930420323316;150.32491816830682
7;0;5;16;-120.30257330864877;98.00910432611471
7;0;5;17;-102.96246801995686;-28.41684705399358
7;0;5;18;-241.11953845443085;81.05799545431074
7;0;5;19;-54.003020388742826;-114.63431650849415
7;0;5;20;92.20895911490443;30.54335124753732
7;0;5;21;35.741391724897866;9.454266251066189
7;0;5;22;-56.76240891172084;134.76035847005346
7;0;5;23;-6.588131708362386;66.9326690393293
7;0;5;24;-73.16586138294616;35.80715443990592
7;0;5;25;-158.59568540106633;4.65211664806357
7;0;5;26;54.70204874936173;30.99918424394828
7;0;5;27;-207.37793800865853;10.687512299993877
7;0;5;28;-49.56701006508192;150.84761946785812
7;0;5;29;-256.3213541369656;106.45090940537796
7;0;5;30;-39.88008147149472;-6.235633473624663
14;1;0;1;-63.84088775725746;-154.20851054852074
14;1;0;2;28.53826375140045;-219.2406500257887
14;1;0;3;82.18300201602726;-125.71722809307141
14;1;0;4;29.72263213001176;-99.94069334579311
14;1;0;5;-47.875703948836325;6.522540976227674
14;1;0;6;36.30657957666129;-315.8686952739662
14;1;0;7;-48.93009430809015;-191.5981855778822
14;1;0;8;62.56280583763567;-64.95601742296184
14;1;0;10;143.9022833967736;-16.903739087907706
14;1;0;11;-95.71431562056492;90.8609683539341
14;1;0;12;-2.0773413794567896;-84.07137870249133
14;1;0;13;-19.403664322403372;-135.09299079688367
14;1;0;14;129.2655776455038;-286.11816960030114
14;1;0;15;38.1907886385847;-85.28489855536104
14;1;0;16;-49.03358770857991;-83.55228822911731
14;1;0;17;10.43141791178739;-250.20357883698415
14;1;0;18;-25.556546045409913;-26.99720308681234
14;1;0;19;52.127398647150805;-154.90370690489485
14;1;0;20;85.05093820560234;-67.25201371989205
14;1;0;21;-123.5255071280573;-25.217837788291526
14;1;0;22;-5.184792790673306;-60.793586583456126
14;1;0;23;103.86090066604602;67.37560348859749
14;1;0;24;115.37236674089381;2.9264187295234647
14;1;0;25;-25.05970169563847;-195.1172503244143
14;1;0;26;-121.16591287914541;-90.43902282055507
14;1;0;27;139.82997608298166;-103.97865729762027
14;1;0;28;147.9997488917333;-223.7513342080441
14;1;0;29;-160.70900276097527;71.21988103052578
14;1;0;30;-14.33186420331455;-38.10325758728833
14;0;1;1;-41.75453531014451;48.37318335624704
14;0;1;2;21.405473185048837;-4.494326038639178
14;0;1;3;253.204095458491;-1.6165222880477348
14;0;1;4;248.79327897240782;114.48508762798694
14;0;1;5;366.382682620293;110.48236393630857
14;0;1;6;356.14617882314974;258.77832437257536
14;0;1;7;-21.24209339382519;-22.287698762592534
14;0;1;8;62.810410943854535;77.17715485713569
14;0;1;9;112.23551644630285;-138.57344098514116
14;0;1;10;1.1457736247039385;56.700290434527915
14;0;1;11;-112.50933667190608;-53.651591273718495
14;0;1;12;202.50500092523052;166.45131814796486
14;0;1;13;45.35553769177103;120.70982485410285
14;0;1;14;188.51585893462018;15.355121824221879
14;0;1;15;52.91577930242262;45.44965424191467
14;0;1;16;118.13986479140225;102.37255761495274
14;0;1;18;72.23785949052117;-126.04353965313646
14;0;1;19;98.12393861776975;-150.23278968726135
14;0;1;20;-50.29956412432231;-12.433707095464127
14;0;1;21;227.7286311857595;42.4964041063412
14;0;1;22;0.4190024434489388;22.033386658901595
14;0;1;23;11.36415743180433;99.64630641430331
14;0;1;24;170.71956785539183;-48.480442636514915
14;0;1;25;304.3368016990196;15.557742248550953
14;0;1;26;150.96507170582487;203.8312491399749
14;0;1;27;169.6962347996042;139.46447596183097
14;0;1;28;201.0212780270079;-97.67700963914548
14;0;1;29;211.74311128376306;-109.86193886061952
14;0;1;30;62.56221981277863;-75.23955481788542
14;0;2;1;362.659596949704;167.70620502358364
14;0;2;2;31.348751868255412;42.40493981908565
14;0;2;3;-33.97487575027832;21.98852611042208
14;0;2;6;125.18602683250107;74.32291574558943
14;0;2;7;49.794257114351446;-124.29185089322448
14;0;2;8;243.1463392791202;96.74147288600484
14;0;2;9;151.8190360227635;221.81829721351727
14;0;2;10;-7.295402054824404;26.137312278843932
14;0;2;11;558.5035348397024;133.24582453596523
14;0;2;13;190.80826824766396;58.34947911128303
14;0;2;14;-11.080822303704739;53.77530104078262
14;0;2;15;106.19148891914432;41.14480665719374
14;0;2;16;-72.68929767383013;-64.16529932823649
14;0;2;18;164.116664120283;130.24205731200138
14;0;2;19;-91.31212754876253;-108.24685242987739
14;0;2;20;-138.93224842012953;-55.44540167553235
14;0;2;21;140.28604255456304;-278.1698881747865
14;0;2;22;22.310539599044922;57.217216881617986
14;0;2;23;20.961804921524106;60.36786133996682
14;0;2;24;-120.79964805260715;-63.65100535382353
14;0;2;25;-194.5483166311829;113.53575096927116
14;0;2;27;588.703158206502;210.53085608533422
14;0;2;28;217.52319987654204;169.1451131967605
14;0;2;29;83.81608398025492;281.9996250045061
14;0;2;30;-40.00107997478721;-29.49462048304538
14;0;3;1;52.719816225537954;-58.173837602107085
14;0;3;2;-111.12176256511593;-83.18852926363937
14;0;3;3;-38.01955400316368;-131.25547948586828
14;0;3;4;344.72669741190833;12.440263797428305
14;0;3;5;9.490474472123273;31.682843992051644
14;0;3;6;-89.36041030466748;434.72937205097713
14;0;3;7;-126.64512304366791;338.159048344062
14;0;3;8;66.06271131368716;41.75905620043653
14;0;3;9;-92.90690788916923;312.52802688041646
14;0;3;10;151.37399677468792;44.07974815679001
14;0;3;11;57.04836727080445;8.4721890723136
14;0;3;12;-54.39896507578244;-26.088026883005213
14;0;3;13;-0.9697508688205305;78.04398047501093
14;0;3;14;94.08100202209233;172.09980690158676
14;0;3;15;-61.90723983478009;-27.53101588650468
14;0;3;16;77.96901960412835;97.37904134781499
14;0;3;17;258.81494697711304;277.04871674702196
14;0;3;18;-214.44911383190154;285.34218975091505
14;0;3;19;-89.27999358819459;135.3142597967874
14;0;3;21;-126.04735763401813;95.12350037444972
14;0;3;22;206.74393680695468;-47.39290648968433
14;0;3;23;-106.60485651324585;-40.548969206408266
14;0;3;24;8.907830542099251;-69.27143843843115
14;0;3;25;0.8149000128466;44.8283358899329
14;0;3;26;22.57231543329415;-161.7000196126855
14;0;3;27;33.43912537202543;99.5909506639589
14;0;3;28;-68.52710189137265;-29.290392005683838
14;0;3;29;228.24141388165506;239.11654881115433
14;0;4;1;-11.710808540550985;-42.210417010906475
14;0;4;3;95.69357425110161;-66.86483131032998
14;0;4;4;-31.00464499018442;-23.405998662435064
14;0;4;5;38.526614658154045;-184.11184087165555
14;0;4;6;79.57707198880492;-45.856520980030325
14;0;4;7;107.33184011637857;68.09564367882952
14;0;4;8;-114.18974436927826;-42.6794909180468
14;0;4;9;-153.2145572920026;83.66574767261258
14;0;4;10;99.26187805853408;205.00125801195196
14;0;4;11;-12.945338227842493;-212.85279313432136
14;0;4;12;147.57376996043536;-163.89583675634563
14;0;4;14;-128.60607518698905;-133.76352545491272
14;0;4;15;92.45981517264157;-51.17018679173815
14;0;4;16;-21.82887745348928;-137.35134367092638
14;0;4;17;-213.50581974873646;143.36652532961193
14;0;4;18;-126.7156191760103;38.58697736952578
14;0;4;19;-82.76256883495164;71.936623677344
14;0;4;20;-33.22789669068357;-120.08092972695874
14;0;4;21;212.2064182595861;-71.04564238624756
14;0;4;22;-116.91469835394358;-33.40441844100281
14;0;4;23;-89.8055826394771;164.15553463654982
14;0;4;24;62.8888413735463;-65.90196913328498
14;0;4;25;-92.54208121892685;23.65666895242392
14;0;4;26;-126.71650025346119;11.865288111655364
14;0;4;27;-111.00316902618245;-66.92764416983091
14;0;4;28;-181.74270778947164;8.678958746720463
14;0;4;29;-58.448194531992606;98.98508387331432
14;0;4;30;39.74632301675201;15.864790705919624
14;0;5;1;-105.80217101409511;-117.63433640537595
14;0;5;2;74.6811092744251;-81.96807130690411
14;0;5;3;-70.50309726887622;71.10448292217373
14;0;5;4;-65.62629940482341;66.9923616943404
14;0;5;5;115.76388536705265;-35.3769942189062
14;0;5;6;140.3282972262015;-54.32917787866471
14;0;5;7;-156.4174904476659;-15.870726500556945
14;0;5;8;-156.61412076723994;-13.23316715605268
14;0;5;9;-127.6647641433165;39.679598894275074
14;0;5;10;99.16562866150547;-57.99187333220062
14;0;5;11;9.20284329302216;-170.73429822646133
14;0;5;12;150.64857020827114;-9.884693018818009
14;0;5;13;220.5688709614581;-57.399703053358735
14;0;5;14;218.22795473160758;-55.51422944816084
14;0;5;15;-122.80716861140472;-17.1002924609277
14;0;5;16;133.45130748089454;60.51178115586615
14;0;5;17;-110.53641771226808;-10.183388530071968
14;0;5;18;-111.60347142307673;-11.561805738453202
14;0;5;19;-92.8398694189503;61.403444651075866
14;0;5;20;-83.5448958828203;54.41718859094409
14;0;5;21;33.67091316035775;-30.22922606269554
14;0;5;22;37.00196259395627;-30.225407519817733
14;0;5;23;-93.84479509107018;-169.91589892974693
14;0;5;24;-63.65544804923083;-214.44297573186864
14;0;5;25;-102.88902862046434;27.933771277206887
14;0;5;26;-107.90862586630114;35.64357325590331
14;0;5;27;-26.037155227527656;48.19715746285943
14;0;5;28;-30.894774184703696;52.14936549514589
21;1;0;1;-6.264306191138119;-100.6957161617016
21;1;0;2;-27.079239944965984;-110.60793032935388
21;1;0;3;75.3263478554361;-197.8510561046031
21;1;0;4;-67.94915019837728;42.75341238066373
21;1;0;5;130.48728519623586;-1.489574302085117
21;1;0;6;-176.6783410140255;22.153045250695946
21;1;0;7;-56.57150943882562;-85.28362837022657
21;1;0;8;116.41220224072268;-91.16431786122874
21;1;0;9;-77.46606932224641;-42.22869771950552
21;1;0;11;-87.96080215111505;84.26714972318797
21;1;0;12;-86.80996575025182;2.380291912932198
21;1;0;13;-25.348535865730494;-69.34028468152283
21;1;0;14;42.62950507902577;-127.43037454579205
21;1;0;15;149.96535973291637;-142.1756693187878
21;1;0;16;121.33978402373975;-72.25665174167457
21;1;0;17;-144.9749402021651;154.43861071189386
21;1;0;18;-78.31947449464636;98.88542272132395
21;1;0;19;-59.50779638051877;33.2037980073409
21;1;0;20;38.41239837572958;-93.6964917062148
21;1;0;21;-128.1854855803823;49.64469396433761
21;1;0;22;-76.97836912894799;8.278031537183178
21;1;0;24;-162.35069358452975;153.53385420906267
21;1;0;25;-136.56219918783145;-37.9734087044433
21;1;0;26;-70.10475611357337;10.058945519463101
21;1;0;27;128.10334029408352;-24.172149615208184
21;1;0;28;-2.288667788793175;-108.25526266042702
21;1;0;29;8.289597721701046;65.90893648342359
21;1;0;30;-35.507093884800064;61.254111805104415
21;0;1;1;59.77339209199691;11.091802510804145
21;0;1;2;-20.410855453541586;-69.60362938187241
21;0;1;3;258.0324840119447;81.02273039451896
21;0;1;4;212.53599884392082;69.97907677611491
21;0;1;5;99.75473688465527;-263.145720700259
21;0;1;6;537.5929324587598;167.0361071492448
21;0;1;7;-44.052785587100885;-35.652119326766424
21;0;1;8;-80.45031372334259;69.0720396216466
21;0;1;9;0.2905994678408213;9.036996358562735
21;0;1;10;-2.3865708415155606;-34.66227082390142
21;0;1;11;82.6803913234983;94.28923516045676
21;0;1;12;172.47216247693237;172.20137427517713
21;0;1;13;235.9664824182985;137.37448116249035
21;0;1;14;88.81445341283393;31.301367002193423
21;0;1;16;490.30389890357725;104.73271048914995
21;0;1;17;180.82382096322647;-88.79652744047479
21;0;1;18;273.82277488922347;-27.080749620240862
21;0;1;19;104.19131811329032;148.947765594367
21;0;1;20;513.912244276436;152.17333016074403
